"doc_id","nppes_provider_city","nppes_provider_state","number_of_hcpcs","total_services","total_medicare_allowed_amt","number_of_drug_hcpcs","total_drug_services","total_drug_medicare_allowed_amt","number_of_med_hcpcs","total_med_services","total_med_medicare_allowed_amt","beneficiary_average_risk_score","top_hcpcs_code_1","top_hcpcs_code_2","top_hcpcs_code_3","top_hcpcs_code_diff_submitted_received_amt_1","top_hcpcs_code_diff_submitted_received_amt_2","top_hcpcs_code_diff_submitted_received_amt_3"
"SP6036237","OKLAHOMA CITY","OK",17,5054,66920.03,NA,NA,NA,NA,NA,NA,1.0499,"99212","99213","99204",0.5225,0.4579927,0.404944
"SN0842435","EDINA","MN",9,66,8159.08,0,0,0,9,66,8159.08,1.0705,"95886","95910",NA,0.318533,0.296604,NA
"LY8434610","BROOKLYN","NY",17,1269,87394.83,0,0,0,17,1269,87394.83,2.3595,"99283","99284","95822",0.1958273,0.1945996,0.1939222
"TH3294523","NEW YORK","NY",20,342,63034.97,0,0,0,20,342,63034.97,2.5027,"95957","99214","95819",0.3094,0.2500159,0.1822909
"GS0427697","LOS ANGELES","CA",32,523,69808.47,0,0,0,32,523,69808.47,1.6766,"99222","99204","99205",0.2740476,0.2665456,0.2609663
"PU6604760","NEW YORK","NY",5,97,17970.84,0,0,0,5,97,17970.84,1.074,"99215","99205",NA,0.3368581,0.3300574,NA
"RK6061033","INDIANAPOLIS","IN",12,477,41468.38,0,0,0,12,477,41468.38,1.6827,"99222","99231","99205",0.3627875,0.3580723,0.3458193
"BB9509056","HOFFMAN ESTATES","IL",45,34543,353575.25,3,33292,182869.8,42,1251,170705.45,1.6417,"99291","99223","J0585",0.5049285,0.4605954,0.4231646
"JI6576208","HOUSTON","TX",13,552,66621.89,0,0,0,13,552,66621.89,1.2789,"99214","99215",NA,0.6297041,0.5010268,NA
"JX0640478","WEST MONROE","LA",26,726,67524.04,0,0,0,26,726,67524.04,1.3127,"99204","99214","99202",0.4366431,0.4223018,0.4170793
"GA7834537","MANASSAS","VA",16,305,29614.59,0,0,0,16,305,29614.59,1.0623,"99213","99214","99203",0.4445516,0.4293206,0.3428204
"NS1835595","SAN LEANDRO","CA",11,61,5148.34,0,0,0,11,61,5148.34,1.5148,"99214","99213",NA,0.1318707,0.1088074,NA
"UP9232447","BIRMINGHAM","AL",18,1709,74718.16,NA,NA,NA,NA,NA,NA,1.3668,"99223","99239","99233",0.305697,0.2956838,0.2614815
"JH2913395","LOUISVILLE","KY",16,362,40226.09,0,0,0,16,362,40226.09,1.7491,"99213","99215","99223",0.4671053,0.4526923,0.4451895
"RZ8410791","NORWOOD","MA",37,10557,250024.94,4,9632,49704.42,33,925,200320.52,1.3216,"J0585","95951","95886",0.6274768,0.5054876,0.4318857
"TF9586065","EDISON","NJ",19,1327,165091.86,0,0,0,19,1327,165091.86,1.9121,"96119","99223","96116",0.7325,0.6656442,0.64304
"LK5361163","HOUSTON","TX",3,93,17209.11,0,0,0,3,93,17209.11,2.7125,"99223",NA,NA,0.5035225,NA,NA
"ZT7538490","ROANOKE","VA",22,618,73600.28,0,0,0,22,618,73600.28,1.5818,"99223","99233","99232",0.5957307,0.584058,0.5825
"GI6012200","ARLINGTON","VA",37,6432,198606.75,NA,NA,NA,NA,NA,NA,1.5025,"99233","99214","99215",0.6245343,0.6230602,0.6101183
"JO0433599","VIRGINIA BEACH","VA",5,40,4277.78,0,0,0,5,40,4277.78,1.6529,"99214","99215",NA,0.4082442,0.338971,NA
"QL3351354","SPOKANE","WA",18,517,59647.37,0,0,0,18,517,59647.37,1.0511,"95908","95909","99205",0.4799622,0.4690478,0.4048867
"VV5611034","LIVONIA","MI",20,2308,27293.14,NA,NA,NA,NA,NA,NA,1.4026,"95886",NA,NA,0.2766086,NA,NA
"JH2680650","PAOLI","PA",31,1291,151384.07,2,26,104.13,29,1265,151279.94,1.2052,"99223","99204","95910",0.665366,0.5667614,0.5624459
"NX4793767","BRONX","NY",27,441,37641.14,0,0,0,27,441,37641.14,1.6939,"76882","95887","99204",0.5288416,0.403494,0.2737929
"ZQ6807740","NEW YORK","NY",5,188,17535.28,0,0,0,5,188,17535.28,2.8251,"99309",NA,NA,0.7354932,NA,NA
"JM1924864","JONESBORO","AR",38,1742,239609.83,0,0,0,38,1742,239609.83,1.3186,"99222","99232","99212",0.6206038,0.579237,0.5691248
"FX9127982","NEW YORK","NY",19,737,128591.98,0,0,0,19,737,128591.98,1.583,"99233","99223","99232",0.3281455,0.3228545,0.31335
"UL4477334","SPRING","TX",27,2566,251434.28,0,0,0,27,2566,251434.28,1.4811,"95957","96118","G0434",0.7780527,0.7624606,0.7394331
"ZH2231959","DELRAY BEACH","FL",37,3044,315094.58,0,0,0,37,3044,315094.58,1.5323,"95819","99214","93886",0.7453834,0.7246424,0.7125091
"QU3282066","SHAWNEE","KS",15,1792,82493.97,0,0,0,15,1792,82493.97,1.1916,"95861","G0453","95865",0.1795699,0.1640134,0.121355
"RB8623441","CHICAGO","IL",21,1139,145364.03,0,0,0,21,1139,145364.03,2.4294,"99204","99223","99291",0.4506062,0.4289907,0.4205862
"RY5683793","SPRINGFIELD","OR",36,12399,130333.01,12,11792,62515.63,24,607,67817.38,1.1043,"J0585","99233","99223",0.5700433,0.252082,0.2447239
"RC3837619","GALESBURG","IL",28,2424,140341.59,4,1209,6744.58,24,1215,133597.01,1.411,"99213","99204","99205",0.368568,0.3627483,0.3613064
"FK4927433","MCMINNVILLE","OR",42,3479,107722.23,4,2588,14077.08,38,891,93645.15,1.4823,"95819","99222","99214",0.2594767,0.2444437,0.2432302
"ZX3536722","SPOKANE","WA",22,586,91264.2,0,0,0,22,586,91264.2,1.7662,"99233","99223","99292",0.3347934,0.3335021,0.3302409
"TD6791926","CORPUS CHRISTI","TX",36,1488,155502.57,0,0,0,36,1488,155502.57,1.2086,"99203","99213","95816",0.5966792,0.5784398,0.5619174
"FW3822367","WEST PALM BEACH","FL",14,1107,168479.76,0,0,0,14,1107,168479.76,1.2675,"95957","95819","99214",0.6953462,0.5721601,0.5417341
"NX8381523","BROOKLINE","MA",14,13722,112324.19,1,13401,73694.44,13,321,38629.75,1.5483,"J0585","64405","64615",0.2637563,0.2575077,0.2545016
"CF9505175","ROCHESTER","NY",14,293,31516.39,0,0,0,14,293,31516.39,1.4675,"99232","99231","99223",0.2554448,0.2549686,0.2459148
"KR3438012","NEW YORK","NY",34,706,77013.09,0,0,0,34,706,77013.09,1.9165,"95822","99238","99232",0.2800609,0.2718275,0.2703658
"LJ0631218","WASHINGTON","DC",18,2938,43942.74,NA,NA,NA,NA,NA,NA,1.2779,"99232","99213","99214",0.4195108,0.4153678,0.4014848
"FE3731559","SAINT PAUL","MN",10,76,8089.79,0,0,0,10,76,8089.79,1.5381,"99233","99232",NA,0.2691246,0.2689806,NA
"CI3373119","NASHVILLE","TN",18,189,22744.9,0,0,0,18,189,22744.9,1.086,"99204","99205","99213",0.391254,0.3910797,0.390438
"KD0070197","FORT SMITH","AR",25,1293,158834.85,NA,NA,NA,NA,NA,NA,1.5275,"99223","99232","99233",0.4995361,0.4989041,0.4909414
"TZ1951679","HOUSTON","TX",31,670,71321.25,0,0,0,31,670,71321.25,1.6861,"99205","99215","88305",0.3678468,0.3541343,0.3225027
"PY6268775","SAN ANTONIO","TX",10,517,67513.51,0,0,0,10,517,67513.51,2.3769,"99223","99233","99232",0.3919728,0.3899715,0.3820833
"VU3915992","FISHERSVILLE","VA",29,974,94695.58,0,0,0,29,974,94695.58,1.3637,"95816","99232","99233",0.6254671,0.6253868,0.62
"AO2856204","ELK GROVE VLG","IL",25,2673,332345.57,0,0,0,25,2673,332345.57,2.1097,"99291","99356","99232",0.5505491,0.3950518,0.3931858
"IT6288697","WINSLOW","AZ",26,283,24299.84,NA,NA,NA,NA,NA,NA,1.2855,"36415","99204","99214",0.98,0.7688296,0.3904402
"WN0923378","INDIANAPOLIS","IN",23,2559,66782.02,NA,NA,NA,NA,NA,NA,2.1632,"99215","99223","99232",0.3681229,0.3640758,0.3596053
"RX4055785","READING","PA",18,264,18766.95,3,94,42,15,170,18724.95,1.6821,"96372","99223","99214",0.7095426,0.6769397,0.6105785
"DN0490941","CHATTANOOGA","TN",14,241,31695.6,0,0,0,14,241,31695.6,1.7695,"99231","99232","99222",0.3814729,0.3634287,0.3615636
"CX9323074","FOUNTAIN HILL","PA",30,13418,253407.59,3,11925,65192.44,27,1493,188215.15,1.5317,"95874","95970","99215",0.7381944,0.6915362,0.5678292
"DK2308930","SCARBOROUGH","ME",39,836,87933.4,0,0,0,39,836,87933.4,1.614,"99205","99213","99203",0.6347618,0.6046386,0.6025778
"EK5268175","SAN FRANCISCO","CA",10,398,75170.98,0,0,0,10,398,75170.98,2.4565,"99233","99291",NA,0.2725045,0.2707774,NA
"SU1529059","OLYMPIA","WA",47,10413,263431.22,3,8813,46449.69,44,1600,216981.53,1.2307,"J0585","G0425","96119",0.520647,0.391791,0.3876897
"MD6559562","MINNEAPOLIS","MN",44,631,36765.79,0,0,0,44,631,36765.79,1.7662,"99232","99238","99221",0.3259412,0.2702899,0.2647766
"HQ8535597","BOSTON","MA",16,523,74310.75,0,0,0,16,523,74310.75,1.6538,"99205","99223","99233",0.2463734,0.2382951,0.2355526
"FT8452984","TUCSON","AZ",16,857,110884.49,0,0,0,16,857,110884.49,1.5183,"99223","99205","99354",0.3537111,0.3344584,0.3339575
"SR2909744","DEARBORN","MI",15,332,34204.37,0,0,0,15,332,34204.37,1.533,"99204","99205","99215",0.7465006,0.7175873,0.6843475
"UJ0585861","FRESNO","CA",27,144,36245.64,0,0,0,27,144,36245.64,1.4603,"99205","36224","36226",0.44299778,0.05941542,0.04703562
"YE7881804","LOS ANGELES","CA",5,268,31730.51,0,0,0,5,268,31730.51,1.6327,"99223","99239","99233",0.2756331,0.2692239,0.2620061
"WC6544542","DETROIT","MI",13,105,15125.31,0,0,0,13,105,15125.31,1.8905,"95951","95819","95816",0.1897604,0.1689202,0.1568897
"TT2713121","GRAND RAPIDS","MI",29,341,43530.08,2,82,83.05,27,259,43447.03,1.4816,"99204","95813","99214",0.7514681,0.73952,0.64296
"CW0922289","ROCHESTER","MN",26,63,4324.73,0,0,0,26,63,4324.73,1.181,"99213",NA,NA,0.2842022,NA,NA
"NS6060362","PROVIDENCE","RI",23,247,26825.44,0,0,0,23,247,26825.44,2.0153,"99226","99225","99233",0.3164727,0.287,0.2541471
"FB3281956","GLEN COVE","NY",19,375,45670.57,0,0,0,19,375,45670.57,2.0093,"99223","99214","99222",0.206052,0.2018325,0.2005553
"OL4362245","LOS ANGELES","CA",7,3829,154549.81,0,0,0,7,3829,154549.81,1.2561,"95861","95937","95938",0.7840764,0.7840665,0.7840037
"KS1050517","ANN ARBOR","MI",19,657,49132.86,0,0,0,19,657,49132.86,1.5157,"99232","93042","99231",0.4981481,0.4836364,0.4786885
"SA4692495","AMARILLO","TX",8,78,5708.97,0,0,0,8,78,5708.97,1.392,"99213",NA,NA,0.1360209,NA,NA
"GH0954222","HIGHLAND","CA",28,504,52715.57,NA,NA,NA,NA,NA,NA,1.4474,"95886","99223","99201",0.7694155,0.7682974,0.7663212
"NP6402553","TUCSON","AZ",23,1578,241032.26,NA,NA,NA,NA,NA,NA,1.2903,"93880","95886","95816",0.3859494,0.3694408,0.3493421
"NB6469043","GOLDEN VALLEY","MN",11,75,10189.14,0,0,0,11,75,10189.14,1.445,"95886","95816",NA,0.2617794,0.2174879,NA
"VP5454471","RALEIGH","NC",11,108,11556.61,0,0,0,11,108,11556.61,1.1264,"99215","99214","99213",0.515974,0.443101,0.367681
"TV5083951","BAY HARBOR ISLANDS","FL",26,2568,360848.69,0,0,0,26,2568,360848.69,2.2413,"99214","95816","99223",0.6213962,0.4694031,0.4652598
"OW4241490","MAPLE SHADE","NJ",14,894,129563.23,NA,NA,NA,NA,NA,NA,1.1724,"95819","99215","99205",0.5627059,0.468648,0.4292788
"RU8166684","IRVING","TX",17,746,71654.87,0,0,0,17,746,71654.87,1.9792,"99233","99214","99205",0.5302581,0.5066301,0.4845167
"TI3805451","OCOEE","FL",24,1241,178310.15,0,0,0,24,1241,178310.15,1.6682,"95886","95910","95822",0.5736064,0.5240727,0.4548
"MU6555693","BROOKLINE","MA",6,28,1700.95,0,0,0,6,28,1700.95,1.0596,"99213",NA,NA,0.2319452,NA,NA
"MV1944023","HERSHEY","PA",10,180,15651.92,0,0,0,10,180,15651.92,2.4419,"99223","99233","99231",0.1957478,0.1940456,0.1934321
"PH7380366","DALLAS","TX",32,403,45130.73,0,0,0,32,403,45130.73,1.912,"95921","99214","95885",0.2857028,0.2836281,0.2831527
"HO9560133","ASHEVILLE","NC",44,10227,168516.82,2,9255,50695.95,42,972,117820.87,1.5051,"99233","99213","99205",0.5286667,0.4838713,0.4685855
"VV0661694","UNIONTOWN","OH",74,15828,323328.74,11,13899,112499.72,63,1929,210829.02,1.6808,"95938","95911","95822",0.3251818,0.3230503,0.3228261
"OE2783382","RICHMOND","VA",21,1665,199156.99,0,0,0,21,1665,199156.99,1.9207,"95816","99213","99223",0.6376093,0.5614611,0.5315109
"UF6578005","SUFFERN","NY",25,2146,201974.6,NA,NA,NA,NA,NA,NA,1.7825,"95886","96116","99222",0.3393551,0.3388211,0.3279521
"BG4010694","GRAND RAPIDS","MI",18,806,76625.78,0,0,0,18,806,76625.78,1.3232,"95911","95910","95909",0.4569923,0.4510386,0.4443478
"YK3919199","WESTLAKE","OH",28,946,81536.22,0,0,0,28,946,81536.22,1.8156,"99220","99223","99213",0.5679519,0.4729713,0.2056612
"RK2279102","BIG FLATS","NY",20,764,82236.91,0,0,0,20,764,82236.91,1.2534,"95886","95816","99222",0.2704143,0.2628101,0.26064
"UU1143261","NEW YORK","NY",26,384,53041.71,NA,NA,NA,NA,NA,NA,1.5628,"99205","99215","99214",0.30345,0.2326091,0.2018101
"OF6679674","NEW YORK","NY",10,307,37345.62,NA,NA,NA,NA,NA,NA,1.549,"99232","99214","99205",0.2974115,0.2016662,0.1967442
"TK6200303","WASHINGTON","DC",19,2240,326207.4,0,0,0,19,2240,326207.4,1.4764,"99214","95886","99233",0.4686502,0.4572159,0.4485433
"CW1610176","LOUISVILLE","CO",21,3804,96772.19,NA,NA,NA,NA,NA,NA,1.0755,"95913","99204","95819",0.5299755,0.4754,0.4559
"SF1917261","LEESBURG","FL",16,2457,309193.13,0,0,0,16,2457,309193.13,1.5668,"95819","99205","99214",0.6807461,0.6215036,0.6018398
"QJ4372801","WINSTON SALEM","NC",26,417,54505.99,0,0,0,26,417,54505.99,1.8255,"99214","95951","95819",0.3062365,0.3018267,0.2511364
"GP1323568","WINSTON SALEM","NC",22,330,34307.26,0,0,0,22,330,34307.26,1.7095,"99223","99222","99233",0.3519545,0.3512375,0.3403433
"PV5812456","SPARTANBURG","SC",95,39046,1063547.01,19,33281,677129.88,76,5765,386417.13,1.7146,"G0008","82570","J0585",0.9124,0.443125,0.4113012
"RZ4959864","FAYETTEVILLE","NC",33,2822,302598.49,0,0,0,33,2822,302598.49,1.3365,"95812","95819","95816",0.6787905,0.6142847,0.5792695
"SC1643257","WORCESTER","MA",23,790,88589.71,0,0,0,23,790,88589.71,1.6121,"99223","99232","99233",0.3051877,0.2949441,0.2929513
"KM1829372","CONCORD","MA",32,795,87113.98,0,0,0,32,795,87113.98,1.3036,"95819","95816","99222",0.3047134,0.3040506,0.2976043
"VZ7585993","LOWELL","MA",26,1307,135122.99,0,0,0,26,1307,135122.99,1.7595,"95953","99205","99223",0.5653813,0.4138365,0.4131156
"EI3592672","PORTSMOUTH","NH",27,533,55079.32,0,0,0,27,533,55079.32,1.2141,"99215","99214","99204",0.3966559,0.3283559,0.3219345
"BZ2782395","OMAHA","NE",6,27,3906.41,0,0,0,6,27,3906.41,0.9863,"99205",NA,NA,0.2767657,NA,NA
"ZM4274684","CLEARWATER","FL",21,1646,192062.78,0,0,0,21,1646,192062.78,1.3473,"96116","95913","99214",0.7033507,0.2963885,0.2741638
"YI4042634","LIBERTYVILLE","IL",24,2440,271521.54,0,0,0,24,2440,271521.54,1.6705,"99223","95909","99215",0.3841131,0.3798065,0.3753825
"GM9830080","PITTSBURGH","PA",44,41649,1099751.73,4,40128,989574.18,40,1521,110177.55,1.2974,"95819","J2323","99214",0.7305455,0.564296,0.5336736
"PY5476653","MONROEVILLE","PA",30,897,95730.57,0,0,0,30,897,95730.57,2.0601,"95816","99222","99223",0.5529832,0.508,0.5009081
"HY8679269","SAINT JOSEPH","MI",43,2296,214272.05,NA,NA,NA,NA,NA,NA,1.478,"99223","99205","99214",0.5481466,0.540445,0.5058195
"ZB7576814","KOKOMO","IN",41,2288,235687.56,NA,NA,NA,NA,NA,NA,1.4255,"99223","99205","99204",0.4739266,0.4693954,0.4518756
"ON0426147","NEWPORT","RI",15,300,40544.48,0,0,0,15,300,40544.48,1.31,"99205","99204","95910",0.3416531,0.3272019,0.3227505
"UG3533177","MORGANTOWN","WV",35,1693,140930.59,NA,NA,NA,NA,NA,NA,1.4835,"95885","95886","99214",0.5097979,0.4913975,0.4658399
"UK8217231","HONOLULU","HI",28,7990,139758.87,1,7063,38868.1,27,927,100890.77,1.3929,"99215","99223","J0585",0.6235658,0.602171,0.5858642
"OG5542716","PITTSBURGH","PA",20,602,73295.86,0,0,0,20,602,73295.86,1.5913,"99203","99233","99232",0.3364198,0.3227373,0.3207551
"PN7967966","MORRISTOWN","NJ",33,1944,224927.51,NA,NA,NA,NA,NA,NA,1.5125,"99291","99232","99204",0.7649549,0.7580699,0.7549295
"YS9016246","MINNEAPOLIS","MN",15,502,58267.65,NA,NA,NA,NA,NA,NA,1.3517,"99205","99215","99204",0.3178313,0.3000366,0.2850957
"YW1162910","GREENBELT","MD",37,3346,592486.11,NA,NA,NA,NA,NA,NA,1.5501,"95957","99214","99232",0.740128,0.6964564,0.6918889
"SB9642380","ALLENTOWN","PA",37,712,76494.31,NA,NA,NA,NA,NA,NA,1.8724,"99221","99223","99222",0.4031795,0.4026923,0.402566
"VX5169329","ENGLEWOOD","CO",22,1274,148296.86,0,0,0,22,1274,148296.86,1.8582,"G0425","95819","99223",0.4109548,0.2058179,0.1985574
"TD6839470","PUYALLUP","WA",24,1211,80702.74,NA,NA,NA,NA,NA,NA,1.2403,"99202","95886","95885",0.3820829,0.3805801,0.3781654
"PT8081970","STRATFORD","NJ",19,1486,160809.88,0,0,0,19,1486,160809.88,2.134,"99221","99222","99231",0.5522685,0.4404811,0.4334667
"FM2137606","RICHMOND","VA",21,392,40966.3,NA,NA,NA,NA,NA,NA,1.7597,"99233","99223","99213",0.3007463,0.2999429,0.2656027
"PS2089957","RENO","NV",32,23037,508507.9,3,18070,98056.57,29,4967,410451.33,1.1255,"95930","99235","J0585",0.7467091,0.7071458,0.6435066
"QG3382388","SULPHUR SPRINGS","TX",21,765,59059.71,0,0,0,21,765,59059.71,1.9522,"99231","99233","95816",0.4042667,0.4026131,0.400314
"CI9076068","FARMINGTON","NM",36,2849,68352.22,NA,NA,NA,NA,NA,NA,1.7316,"99223","99222","99232",0.3296435,0.3255578,0.3161364
"GG9471725","ALBUQUERQUE","NM",19,2286,37550.94,NA,NA,NA,NA,NA,NA,1.1107,"99214",NA,NA,0.2790425,NA,NA
"EU3469545","GRAND RAPIDS","MI",15,433,33932.29,NA,NA,NA,NA,NA,NA,1.4973,"99231","99222","99204",0.451459,0.4424568,0.4032367
"LV0124003","CANTON","OH",45,1754,158129.89,7,225,313.04,38,1529,157816.85,1.7909,"95816","95910","99223",0.5373419,0.5264906,0.5247946
"NH5225812","CANTON","OH",15,821,84306.53,0,0,0,15,821,84306.53,1.3852,"95909","95911","99215",0.5194043,0.5102384,0.4714965
"OM6183553","HOBART","IN",25,2010,181013.96,0,0,0,25,2010,181013.96,1.8805,"95816","95819","99307",0.3655775,0.3640329,0.358913
"XM6872568","ANAHEIM","CA",14,2086,212645.94,0,0,0,14,2086,212645.94,2.5484,"95819","99214","99232",0.76004,0.7420403,0.6789031
"RC6344491","ANCHORAGE","AK",13,1334,90637.82,0,0,0,13,1334,90637.82,1.1816,"G0453","95939","95867",0.2372548,0.2075161,0.2052727
"ST0410230","BURLINGAME","CA",27,799,140215.94,NA,NA,NA,NA,NA,NA,1.537,"95910","95909","99223",0.3619556,0.3451256,0.3077741
"GB9012896","DECATUR","GA",26,2083,247544.45,0,0,0,26,2083,247544.45,1.8202,"99223","99232","99205",0.3160595,0.3113232,0.3098419
"OT4135241","PHILADELPHIA","PA",16,182,19897.01,0,0,0,16,182,19897.01,1.7503,"99223","99205","96119",0.5172816,0.4892919,0.47875
"AR3141593","ENCINO","CA",10,162,21927.75,0,0,0,10,162,21927.75,1.6029,"99204","99215","99214",0.4688048,0.46235,0.4465571
"XH4291462","SANTA ROSA","CA",18,1210,165756.86,0,0,0,18,1210,165756.86,1.596,"99214","99215","99223",0.730782,0.6853659,0.6770905
"QQ9915518","BRONX","NY",25,283,25642.38,0,0,0,25,283,25642.38,2.4419,"95911","95913","95910",0.2717599,0.2705203,0.2673714
"LE0700206","PONCE","PR",21,839,84782.6,0,0,0,21,839,84782.6,1.1868,"95911","95886","93886",0.7839771,0.7814102,0.7800919
"FB3724238","LA QUINTA","CA",17,396,124171.07,0,0,0,17,396,124171.07,1.9965,"99205","99215","99214",0.4273121,0.3589667,0.3566056
"HP3837533","RIVERSIDE","CA",24,1045,182348.73,0,0,0,24,1045,182348.73,1.7658,"99215","95923","99233",0.6671951,0.5804667,0.559
"VN3067087","CONCORD","NH",28,967,67048.05,0,0,0,28,967,67048.05,1.1935,"99212","99213","99214",0.6590554,0.4971487,0.3552787
"EE0632698","NEW YORK","NY",18,536,59711.91,NA,NA,NA,NA,NA,NA,1.3365,"99215","99204","99214",0.4896741,0.4643829,0.4210922
"LI0785496","SENTURCE","PR",12,680,79248.5,0,0,0,12,680,79248.5,1.5843,"99232","99233","99213",0.7689749,0.7567058,0.7510959
"LG8600435","ROCHESTER","NY",15,493,39928.34,0,0,0,15,493,39928.34,1.2134,"99215","90792","90833",0.7839939,0.7839593,0.7839544
"RI3132019","SEATTLE","WA",14,227,27992.36,0,0,0,14,227,27992.36,1.9629,"99233","99222","99223",0.3730702,0.3604252,0.3472726
"SD1248332","LA JOLLA","CA",12,278,38653.97,0,0,0,12,278,38653.97,1.3105,"99233","99232","99205",0.3479253,0.346131,0.3191717
"VS9337310","BOSTON","MA",11,97,8770.44,0,0,0,11,97,8770.44,1.4048,"99215","99214","99213",0.2801399,0.2507945,0.2399543
"TF9888001","KANSAS CITY","MO",35,6554,157710.42,NA,NA,NA,NA,NA,NA,1.5616,"99225","99220","99232",0.5557576,0.4533548,0.3903429
"UH7689525","MILWAUKIE","OR",25,688,75390.26,0,0,0,25,688,75390.26,1.2162,"99222","95816","99205",0.248238,0.247957,0.2463128
"LG6432639","WEST COLUMBIA","SC",26,744,70323.06,0,0,0,26,744,70323.06,1.5914,"95819","99231","99233",0.4072222,0.3913947,0.3883846
"SY7727682","FOREST HILL","MD",19,1274,135669.05,0,0,0,19,1274,135669.05,1.3108,"99213","99212","95816",0.6204497,0.527682,0.5211821
"RP1594173","NEW YORK","NY",5,329,71689.16,0,0,0,5,329,71689.16,1.6305,"99233","99291",NA,0.11143207,0.08309147,NA
"PX4163425","YOUNGSTOWN","OH",25,656,76073.7,0,0,0,25,656,76073.7,1.6184,"99222","99232","99231",0.3668151,0.3647059,0.358
"KP5108137","MAYWOOD","IL",7,57,4927.51,0,0,0,7,57,4927.51,2.0754,"99232","99222",NA,0.6488758,0.6125167,NA
"SE9379496","SUMTER","SC",151,13916,545213.33,18,9088,47594.96,133,4828,497618.37,1.3495,"83090","G0008","99214",0.8286473,0.7865517,0.5569088
"TZ1841874","NEW YORK","NY",24,17435,273845.69,3,16119,100550.52,21,1316,173295.17,1.7421,"95874","J0585","95978",0.431637,0.357679,0.3196215
"RB2431296","LOS ANGELES","CA",12,54,4275.59,0,0,0,12,54,4275.59,1.5831,"99214",NA,NA,0.2489356,NA,NA
"ZC2558885","INDEPENDENCE","MO",22,700,77177.99,0,0,0,22,700,77177.99,1.8281,"99232","99223","99222",0.405036,0.400138,0.3988544
"IU8345997","MINNEAPOLIS","MN",17,120,17013.54,0,0,0,17,120,17013.54,1.2457,"99205","99215","99204",0.3061187,0.288758,0.2648386
"TR8986715","BRANFORD","CT",4,163,18952.11,0,0,0,4,163,18952.11,1.0592,"99214",NA,NA,0.6246465,NA,NA
"GL4855912","GRAND RAPIDS","MI",22,632,66152.82,0,0,0,22,632,66152.82,1.8145,"99204","99215","99214",0.6445948,0.5838931,0.5835372
"PK5303076","PITTSBURGH","PA",28,11779,124417.08,4,11201,61742.68,24,578,62674.4,1.6235,"J0585","99214","99212",0.6150957,0.3695784,0.3602476
"NT5229464","SAINT PAUL","MN",20,328,37541.36,0,0,0,20,328,37541.36,1.8146,"99232","99222","99233",0.2995135,0.2835088,0.2796553
"CX6589651","OKLAHOMA CITY","OK",23,122,17893.77,0,0,0,23,122,17893.77,1.1798,"99223","99232","99238",0.3647608,0.3634557,0.3050847
"JZ9414291","WINSTON SALEM","NC",43,589,44674.74,0,0,0,43,589,44674.74,1.6772,"95909","95908","99223",0.3755215,0.3641627,0.3519545
"PF2236747","EVANSTON","IL",25,1083,75116.91,0,0,0,25,1083,75116.91,1.5105,"99213","99215","99214",0.7142772,0.5375945,0.5240413
"AS7249951","BOSTON","MA",10,318,37891.14,0,0,0,10,318,37891.14,2.0494,"99223","99233","99215",0.2382951,0.2359135,0.2293467
"IU7275328","LOUISVILLE","KY",43,2328,249346.96,0,0,0,43,2328,249346.96,1.9355,"64615","99213","99233",0.4981353,0.4822223,0.4786013
"AJ2914617","COLUMBIA","MO",42,633,96123.23,0,0,0,42,633,96123.23,1.7787,"99223","99232","99238",0.3454343,0.3398744,0.3339684
"GM1783524","DETROIT","MI",6,279,50296.59,0,0,0,6,279,50296.59,2.851,"99232","99231","99291",0.479918,0.4702941,0.3700131
"PI6525844","ROCHESTER","MN",23,318,48109.66,0,0,0,23,318,48109.66,1.7406,"95812","99232","99222",0.6468111,0.3958273,0.3937079
"WK5989851","BETHESDA","MD",11,109,10462.91,0,0,0,11,109,10462.91,1.7315,"99214","99205",NA,0.2525333,0.2502426,NA
"MT3261029","PITTSBURGH","PA",25,5788,72191.62,2,5475,33800.8,23,313,38390.82,1.6107,"J0585","99213","99205",0.6145482,0.3944421,0.3854683
"LG9062738","HARRISONBURG","VA",24,1036,88207.31,0,0,0,24,1036,88207.31,1.2508,"99214","99204","99205",0.4278639,0.3917061,0.3779452
"ES3122811","HINSDALE","IL",20,2045,276838.44,0,0,0,20,2045,276838.44,1.8201,"95822","95816","99232",0.4088378,0.4033417,0.3954685
"VV1870019","JOHNSTOWN","PA",17,334,45993.3,0,0,0,17,334,45993.3,1.7428,"99215","95813","95819",0.3473222,0.2236968,0.1399019
"WE1334410","SAN FRANCISCO","CA",18,620,77536.79,0,0,0,18,620,77536.79,1.3456,"64612","64616","95874",0.2365663,0.2262455,0.1925563
"QL1545649","MEDINA","OH",24,636,62632.8,0,0,0,24,636,62632.8,1.7943,"99215","99205","99204",0.1774829,0.1755356,0.1749992
"KD4128745","NEW YORK","NY",14,487,53272.33,0,0,0,14,487,53272.33,1.6785,"99213","99214","99215",0.6768021,0.5294715,0.5068437
"DG9540215","FARGO","ND",15,203,15697.01,0,0,0,15,203,15697.01,1.2177,"99213","99214","99204",0.6110449,0.599501,0.5797644
"FR8993746","CLEVELAND","OH",10,222,27875.4,0,0,0,10,222,27875.4,2.8572,"99233","99232","99291",0.3874632,0.3789666,0.3284999
